recommendation_id,job_id,action_type,current_region,proposed_region,current_time,proposed_time,est_carbon_delta_kg,est_cost_delta_usd,confidence,rationale,status,risk_level
d1a4397c,ac93d7f8,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 22:04:00,2025-01-07 18:04:00,-0.027026,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 27.0 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
845a6d2e,ddad5297,time_shift,us-west-2,us-west-2,2025-01-06 21:58:00,2025-01-07 17:58:00,-0.000141,0.0,0.872,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
aaa640f1,03e22bf2,time_shift,us-west-2,us-west-2,2025-01-06 21:04:00,2025-01-07 17:04:00,-0.00042,0.0,0.874,"Shifting time shift from us-west-2 to us-west-2 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
76421542,36cb8020,region_shift+time_shift,eu-west-1,us-west-2,2025-01-06 15:14:00,2025-01-07 15:14:00,-0.028593,-0.0622,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 28.6 gCO₂e (cost delta: $-0.0622, confidence: 95%).",verified,low
2e76c67d,c1879b12,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 22:52:00,2025-01-07 18:52:00,-0.008905,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 8.9 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
88e4f256,a2332d16,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 22:13:00,2025-01-07 18:13:00,-0.030414,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 30.4 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
6afaa477,d1babf95,time_shift,eu-west-1,eu-west-1,2025-01-06 16:11:00,2025-01-07 04:11:00,-0.009468,0.0,0.829,"Shifting time shift from eu-west-1 to eu-west-1 saves 9.5 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
ec77d3d3,e2006bfd,time_shift,eu-west-1,eu-west-1,2025-01-06 23:49:00,2025-01-07 07:49:00,-0.007116,0.0,0.815,"Shifting time shift from eu-west-1 to eu-west-1 saves 7.1 gCO₂e (cost delta: $+0.0000, confidence: 82%).",verified,low
b28ad539,bbaa6d64,region_shift+time_shift,eu-west-1,us-west-2,2025-01-06 16:59:00,2025-01-07 16:59:00,-0.018526,-0.0062,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 18.5 gCO₂e (cost delta: $-0.0062, confidence: 95%).",verified,low
4fae409b,0b661361,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 16:56:00,2025-01-07 16:56:00,-0.007316,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 7.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
daf33070,62a5804d,time_shift,eu-west-1,eu-west-1,2025-01-06 20:22:00,2025-01-07 04:22:00,-0.010758,0.0,0.851,"Shifting time shift from eu-west-1 to eu-west-1 saves 10.8 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
b730e8b5,377ed0c2,time_shift,us-west-2,us-west-2,2025-01-06 21:41:00,2025-01-07 17:41:00,-0.000104,0.0,0.877,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
ec35d197,6060dd31,time_shift,us-west-2,us-west-2,2025-01-06 10:31:00,2025-01-07 02:31:00,-0.001103,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 1.1 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
4f3c2dcc,925a3e36,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 20:50:00,2025-01-07 16:50:00,-0.010671,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 10.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
96bc03bb,154940c1,time_shift,eu-west-1,eu-west-1,2025-01-06 19:02:00,2025-01-07 07:02:00,-0.01268,0.0,0.87,"Shifting time shift from eu-west-1 to eu-west-1 saves 12.7 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
a437cf90,940b80ec,time_shift,us-west-2,us-west-2,2025-01-06 12:58:00,2025-01-06 16:58:00,-0.001045,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 1.0 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
450b9944,9356c084,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 08:43:00,2025-01-06 16:43:00,-0.00566,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 5.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
d7697008,f33f10e6,region_shift+time_shift,eu-west-1,us-west-2,2025-01-06 19:32:00,2025-01-07 15:32:00,-0.076334,-0.1667,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 76.3 gCO₂e (cost delta: $-0.1667, confidence: 95%).",verified,low
872dceff,c6d6463e,time_shift,eu-west-1,eu-west-1,2025-01-06 02:47:00,2025-01-07 02:47:00,-0.00292,0.0,0.744,"Shifting time shift from eu-west-1 to eu-west-1 saves 2.9 gCO₂e (cost delta: $+0.0000, confidence: 74%).",verified,low
2be3f682,a7f225f4,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 16:05:00,2025-01-07 16:05:00,-0.023317,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 23.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
b173ad48,8fa968f7,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 08:51:00,2025-01-06 16:51:00,-0.026789,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 26.8 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
ce3891ec,8300dcd1,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 06:48:00,2025-01-07 02:48:00,-0.008352,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 8.4 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
5467d55e,86457c01,time_shift,us-west-2,us-west-2,2025-01-06 12:36:00,2025-01-06 16:36:00,-0.000322,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
6d35f8da,415b2436,time_shift,us-west-2,us-west-2,2025-01-06 22:50:00,2025-01-07 18:50:00,-0.000527,0.0,0.872,"Shifting time shift from us-west-2 to us-west-2 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
b4cd25e6,97788314,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 15:49:00,2025-01-07 15:49:00,-0.007707,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 7.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
c6e74886,f9d45230,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 20:06:00,2025-01-07 16:06:00,-0.013198,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 13.2 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
9cf274c2,c7fb6206,time_shift,eu-west-1,eu-west-1,2025-01-06 13:04:00,2025-01-07 05:04:00,-0.003767,0.0,0.776,"Shifting time shift from eu-west-1 to eu-west-1 saves 3.8 gCO₂e (cost delta: $+0.0000, confidence: 78%).",verified,low
6f27e6f3,b18db466,time_shift,eu-west-1,eu-west-1,2025-01-06 17:42:00,2025-01-07 05:42:00,-0.003402,0.0,0.837,"Shifting time shift from eu-west-1 to eu-west-1 saves 3.4 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
17a55c58,a290f9d1,region_shift+time_shift,eu-west-1,us-west-2,2025-01-06 19:24:00,2025-01-07 15:24:00,-0.029127,-0.0327,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 29.1 gCO₂e (cost delta: $-0.0327, confidence: 95%).",verified,low
a4006f92,263fbada,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 12:09:00,2025-01-06 16:09:00,-0.036841,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 36.8 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
ab05a47f,97603f2a,time_shift,us-west-2,us-west-2,2025-01-06 22:31:00,2025-01-07 18:31:00,-0.000835,0.0,0.873,"Shifting time shift from us-west-2 to us-west-2 saves 0.8 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
e478dccb,f90a8db7,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 16:26:00,2025-01-07 16:26:00,-0.019951,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 20.0 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
c841dbc7,7dfcff0a,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 20:36:00,2025-01-07 16:36:00,-0.03448,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 34.5 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
315cebef,e98b3b5b,region_shift+time_shift,us-east-1,us-west-2,2025-01-06 09:32:00,2025-01-07 05:32:00,-0.011765,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 11.8 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
ad461f93,76b58a8c,time_shift,eu-west-1,eu-west-1,2025-01-07 22:01:00,2025-01-08 02:01:00,-0.000666,0.0,0.717,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.7 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
2a33b264,60014141,time_shift,eu-west-1,eu-west-1,2025-01-07 10:39:00,2025-01-08 06:39:00,-6.8e-05,0.0,0.749,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
b099b284,da004abf,time_shift,us-west-2,us-west-2,2025-01-07 13:26:00,2025-01-07 17:26:00,-0.000233,0.0,0.882,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
30e8b2b9,f65ad3f0,time_shift,eu-west-1,eu-west-1,2025-01-07 15:10:00,2025-01-08 03:10:00,-0.001465,0.0,0.725,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.5 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
d85ac3f0,8fa1ddc4,time_shift,eu-west-1,eu-west-1,2025-01-07 18:30:00,2025-01-07 22:30:00,-0.000308,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
22b3d213,0318a6ee,time_shift,eu-west-1,eu-west-1,2025-01-07 23:21:00,2025-01-08 03:21:00,-0.000772,0.0,0.74,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.8 gCO₂e (cost delta: $+0.0000, confidence: 74%).",verified,low
02095b76,328d695b,time_shift,eu-west-1,eu-west-1,2025-01-07 13:52:00,2025-01-08 09:52:00,-0.001603,0.0,0.832,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.6 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
df329c19,f2014d01,time_shift,eu-west-1,eu-west-1,2025-01-07 21:07:00,2025-01-08 01:07:00,-0.00071,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.7 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
658e3e5d,2af9d806,time_shift,us-west-2,us-west-2,2025-01-07 10:28:00,2025-01-07 14:28:00,-0.000166,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
e3eddeca,50a413d0,time_shift,eu-west-1,eu-west-1,2025-01-07 20:29:00,2025-01-08 00:29:00,-0.000393,0.0,0.688,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
2313e322,0626881f,time_shift,eu-west-1,eu-west-1,2025-01-07 21:48:00,2025-01-08 01:48:00,-6.1e-05,0.0,0.767,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
97b75476,f6267d8e,time_shift,eu-west-1,eu-west-1,2025-01-07 23:56:00,2025-01-08 03:56:00,-0.000986,0.0,0.74,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.0 gCO₂e (cost delta: $+0.0000, confidence: 74%).",verified,low
1626804b,1c2ba698,time_shift,eu-west-1,eu-west-1,2025-01-07 20:07:00,2025-01-08 00:07:00,-0.000108,0.0,0.688,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
cb46a030,fc47c30b,time_shift,us-west-2,us-west-2,2025-01-07 11:47:00,2025-01-07 15:47:00,-0.000213,0.0,0.891,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
a061de7f,f15c710b,time_shift,eu-west-1,eu-west-1,2025-01-07 18:52:00,2025-01-07 22:52:00,-0.000326,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
79b35a29,ba239047,time_shift,eu-west-1,eu-west-1,2025-01-07 18:18:00,2025-01-07 22:18:00,-0.000283,0.0,0.676,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
aa0845d3,97428a76,time_shift,eu-west-1,eu-west-1,2025-01-07 03:04:00,2025-01-07 07:04:00,-0.000694,0.0,0.806,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.7 gCO₂e (cost delta: $+0.0000, confidence: 81%).",verified,low
3785ef3d,d17f0865,time_shift,us-west-2,us-west-2,2025-01-07 12:37:00,2025-01-07 16:37:00,-0.000206,0.0,0.892,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
e67bb3b3,b5cc37d8,time_shift,eu-west-1,eu-west-1,2025-01-07 18:36:00,2025-01-07 22:36:00,-0.000373,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
7e794467,a54b87cd,time_shift,eu-west-1,eu-west-1,2025-01-07 13:10:00,2025-01-08 09:10:00,-0.000386,0.0,0.832,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
87441234,079088ed,time_shift,eu-west-1,eu-west-1,2025-01-07 18:42:00,2025-01-07 22:42:00,-0.000517,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
5c2cd45f,0a91814f,time_shift,eu-west-1,eu-west-1,2025-01-07 13:33:00,2025-01-08 09:33:00,-0.000351,0.0,0.832,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
96b51202,806cd951,time_shift,eu-west-1,eu-west-1,2025-01-07 16:02:00,2025-01-08 04:02:00,-0.001164,0.0,0.778,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.2 gCO₂e (cost delta: $+0.0000, confidence: 78%).",verified,low
55ce455a,ebe0b22b,time_shift,eu-west-1,eu-west-1,2025-01-07 18:24:00,2025-01-07 22:24:00,-0.001711,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.7 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
b991d659,61ce3c87,time_shift,us-west-2,us-west-2,2025-01-07 13:23:00,2025-01-07 17:23:00,-6.1e-05,0.0,0.884,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
05b55cd0,d1140901,time_shift,us-west-2,us-west-2,2025-01-07 11:49:00,2025-01-07 15:49:00,-1.7e-05,0.0,0.895,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 90%).",verified,low
552c4041,40eb7bbe,time_shift,eu-west-1,eu-west-1,2025-01-07 00:33:00,2025-01-07 04:33:00,-0.0004,0.0,0.774,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
67f069b7,983cccfa,time_shift,eu-west-1,eu-west-1,2025-01-07 03:18:00,2025-01-07 07:18:00,-0.000464,0.0,0.806,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 81%).",verified,low
fb9bf97c,4b0f4a6c,time_shift,eu-west-1,eu-west-1,2025-01-07 22:17:00,2025-01-08 06:17:00,-0.002419,0.0,0.821,"Shifting time shift from eu-west-1 to eu-west-1 saves 2.4 gCO₂e (cost delta: $+0.0000, confidence: 82%).",verified,low
b7ced2bf,cd07be52,time_shift,eu-west-1,eu-west-1,2025-01-07 14:18:00,2025-01-08 06:18:00,-0.00138,0.0,0.843,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.4 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
32c610bd,f1ea2eff,time_shift,eu-west-1,eu-west-1,2025-01-07 20:25:00,2025-01-08 00:25:00,-0.000378,0.0,0.687,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
8a2d9c89,07ade2de,time_shift,eu-west-1,eu-west-1,2025-01-07 10:23:00,2025-01-08 06:23:00,-0.000104,0.0,0.753,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
0563cc45,95293dc2,time_shift,us-west-2,us-west-2,2025-01-07 13:38:00,2025-01-07 17:38:00,-9.7e-05,0.0,0.884,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
bf1fbd7d,80ff6c45,time_shift,eu-west-1,eu-west-1,2025-01-07 21:09:00,2025-01-08 01:09:00,-0.001161,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.2 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
f0259a20,07ac3436,time_shift,eu-west-1,eu-west-1,2025-01-07 20:20:00,2025-01-08 00:20:00,-0.000291,0.0,0.687,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
05485317,7a47955e,time_shift,eu-west-1,eu-west-1,2025-01-07 22:48:00,2025-01-08 02:48:00,-9.5e-05,0.0,0.716,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
d08c2aed,bf11a044,time_shift,eu-west-1,eu-west-1,2025-01-07 18:31:00,2025-01-07 22:31:00,-0.000286,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
6d0956da,332ae9a7,time_shift,eu-west-1,eu-west-1,2025-01-07 21:05:00,2025-01-08 09:05:00,-0.000538,0.0,0.871,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
f6ad8ad7,857a33df,time_shift,eu-west-1,eu-west-1,2025-01-07 19:16:00,2025-01-08 03:16:00,-6.9e-05,0.0,0.732,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
84d28464,318c6051,time_shift,eu-west-1,eu-west-1,2025-01-07 15:00:00,2025-01-08 03:00:00,-0.000141,0.0,0.724,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
65a5e38c,32485627,time_shift,eu-west-1,eu-west-1,2025-01-07 20:15:00,2025-01-08 00:15:00,-0.000145,0.0,0.687,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
7d7a2dc9,3cd34815,time_shift,eu-west-1,eu-west-1,2025-01-07 22:35:00,2025-01-08 02:35:00,-0.00145,0.0,0.717,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.4 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
d8f5dff6,e3843a7e,time_shift,eu-west-1,eu-west-1,2025-01-07 19:24:00,2025-01-08 03:24:00,-0.000226,0.0,0.733,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
6b2907de,e26b1973,time_shift,eu-west-1,eu-west-1,2025-01-07 20:21:00,2025-01-08 00:21:00,-5.3e-05,0.0,0.687,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
4287c2de,0d8f22be,time_shift,us-west-2,us-west-2,2025-01-07 10:01:00,2025-01-07 18:01:00,-0.000238,0.0,0.89,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
834950ae,c2a955c4,time_shift,eu-west-1,eu-west-1,2025-01-07 19:55:00,2025-01-08 03:55:00,-0.000501,0.0,0.733,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
6a816955,0b2c4f63,time_shift,us-west-2,us-west-2,2025-01-07 10:50:00,2025-01-07 14:50:00,-5.8e-05,0.0,0.85,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
7f0cbd97,f786dad7,time_shift,us-west-2,us-west-2,2025-01-07 13:53:00,2025-01-07 17:53:00,-0.000109,0.0,0.882,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
075b45fd,9acd79ee,time_shift,eu-west-1,eu-west-1,2025-01-07 21:27:00,2025-01-08 01:27:00,-0.001024,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.0 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
769923e8,3abdf899,time_shift,eu-west-1,eu-west-1,2025-01-07 03:38:00,2025-01-07 07:38:00,-0.000931,0.0,0.806,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.9 gCO₂e (cost delta: $+0.0000, confidence: 81%).",verified,low
a08c01a3,9133fe20,time_shift,eu-west-1,eu-west-1,2025-01-07 19:40:00,2025-01-08 03:40:00,-3.6e-05,0.0,0.731,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
2baae4e2,53bcdc6b,time_shift,us-west-2,us-west-2,2025-01-07 11:48:00,2025-01-07 15:48:00,-5e-05,0.0,0.891,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
db933d14,881762a4,time_shift,eu-west-1,eu-west-1,2025-01-07 03:51:00,2025-01-07 07:51:00,-0.00057,0.0,0.806,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.6 gCO₂e (cost delta: $+0.0000, confidence: 81%).",verified,low
ad6c3866,6b004c51,time_shift,us-west-2,us-west-2,2025-01-07 10:04:00,2025-01-07 18:04:00,-0.000262,0.0,0.891,"Shifting time shift from us-west-2 to us-west-2 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
c9f490be,80bc9597,time_shift,us-west-2,us-west-2,2025-01-07 13:30:00,2025-01-07 17:30:00,-0.000231,0.0,0.882,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
28e16e54,ae46a86f,time_shift,eu-west-1,eu-west-1,2025-01-07 18:58:00,2025-01-07 22:58:00,-0.000718,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.7 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
e7189cee,183308b2,time_shift,us-west-2,us-west-2,2025-01-07 13:19:00,2025-01-07 17:19:00,-8e-06,0.0,0.889,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
9e3bfc9b,5f8ec664,time_shift,eu-west-1,eu-west-1,2025-01-07 21:05:00,2025-01-08 01:05:00,-0.001725,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.7 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
ba7f5092,b57ca4f6,time_shift,eu-west-1,eu-west-1,2025-01-07 17:13:00,2025-01-08 09:13:00,-0.001375,0.0,0.874,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.4 gCO₂e (cost delta: $+0.0000, confidence: 87%).",verified,low
c7701497,9148f367,time_shift,us-west-2,us-west-2,2025-01-07 11:02:00,2025-01-07 15:02:00,-4.1e-05,0.0,0.901,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 90%).",verified,low
65bb6bb1,dc11cc82,time_shift,us-west-2,us-west-2,2025-01-07 13:43:00,2025-01-07 17:43:00,-1.4e-05,0.0,0.886,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 89%).",verified,low
e0e97a6d,448f6b28,time_shift,eu-west-1,eu-west-1,2025-01-07 21:37:00,2025-01-08 01:37:00,-0.000142,0.0,0.768,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
fad91d40,2cb74902,time_shift,eu-west-1,eu-west-1,2025-01-07 18:48:00,2025-01-07 22:48:00,-0.000308,0.0,0.675,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 68%).",verified,low
75a58c93,ddc94806,time_shift,us-west-2,us-west-2,2025-01-07 10:41:00,2025-01-07 14:41:00,-0.000151,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
0c1cd873,31ef23ac,time_shift,eu-west-1,eu-west-1,2025-01-07 21:56:00,2025-01-08 01:56:00,-0.00031,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
8604a053,25129015,time_shift,us-west-2,us-west-2,2025-01-07 10:41:00,2025-01-07 14:41:00,-1.5e-05,0.0,0.855,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 86%).",verified,low
054dc9b9,77a9ba53,time_shift,eu-west-1,eu-west-1,2025-01-07 20:18:00,2025-01-08 00:18:00,-0.000291,0.0,0.688,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 69%).",verified,low
e28e9221,e11552f3,time_shift,eu-west-1,eu-west-1,2025-01-07 19:47:00,2025-01-08 03:47:00,-0.000771,0.0,0.732,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.8 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
