verification_id,recommendation_id,counterfactual_kgco2e,actual_kgco2e,verified_savings_kgco2e,ci_lower,ci_upper,sla_compliant,verification_status,evidence_chain_steps,verified_at
6b7538a4,6497e797,0.003626,0.002224,0.001402,0.00023,0.002571,True,confirmed,7,2026-04-09 22:20:40.856597
8ad30e2f,8e10202c,0.002434,0.00116,0.001275,0.000556,0.001993,True,confirmed,7,2026-04-09 22:20:40.859106
db18f816,7952e2c2,5.4e-05,4.5e-05,9e-06,-1e-06,1.9e-05,True,partial,7,2026-04-09 22:20:40.860935
089a65c9,93984fc6,0.003107,0.001089,0.002017,0.001178,0.002856,True,confirmed,7,2026-04-09 22:20:40.862883
c5fd3e92,9e5f805d,0.004515,0.001836,0.00268,0.001409,0.00395,True,confirmed,7,2026-04-09 22:20:40.865027
94108f46,a4873cba,0.000433,0.000347,8.6e-05,8e-06,0.000164,True,confirmed,7,2026-04-09 22:20:40.867759
6ccb37e9,90612699,6.6e-05,5.1e-05,1.6e-05,4e-06,2.7e-05,True,confirmed,7,2026-04-09 22:20:40.869253
262f3b67,ad6fbc86,0.033814,0.018906,0.014908,0.00436,0.025456,True,confirmed,7,2026-04-09 22:20:40.870949
9af1bfc5,dd4547bc,0.009173,0.006889,0.002284,0.000666,0.003885,True,confirmed,7,2026-04-09 22:20:40.872489
d4837ab8,5924d581,0.046545,0.04073,0.005815,-0.011629,0.023286,True,partial,7,2026-04-09 22:20:40.875585
6e0f9a89,7c266170,0.002204,0.001377,0.000827,0.000471,0.001192,True,confirmed,7,2026-04-09 22:20:40.877214
e4969dfb,8e4666e4,0.010037,0.006458,0.003579,0.001919,0.005218,True,confirmed,7,2026-04-09 22:20:40.878668
ae509c2a,1f9b5cbf,0.013596,0.010402,0.003194,0.000818,0.005623,True,confirmed,7,2026-04-09 22:20:40.880112
d903edf3,8648953e,0.005781,0.004375,0.001406,0.000388,0.002414,True,confirmed,7,2026-04-09 22:20:40.882877
e6acb4dd,e8a1d89d,0.008346,0.005214,0.003132,0.001782,0.004514,True,confirmed,7,2026-04-09 22:20:40.884426
6e401372,b159a5a3,0.01075,0.008723,0.002028,8.4e-05,0.003971,True,confirmed,7,2026-04-09 22:20:40.885896
12cf7173,59253d38,0.994276,0.110624,0.883652,0.773028,0.994008,True,confirmed,7,2026-04-09 22:20:40.887393
37fca635,8f43b0df,1.347002,0.101955,1.245047,1.099919,1.389843,True,confirmed,7,2026-04-09 22:20:40.888955
1ba4b810,b35238da,1.109038,0.095078,1.01396,0.782797,1.245427,True,confirmed,7,2026-04-09 22:20:40.891335
e83c7cec,cb7e0a7a,1.335359,0.105327,1.230032,1.086163,1.374234,True,confirmed,7,2026-04-09 22:20:40.892852
6058528c,02413cbd,0.898557,0.070874,0.827683,0.730874,0.924715,True,confirmed,7,2026-04-09 22:20:40.894312
03564631,1de7f17c,0.937487,0.073945,0.863543,0.762539,0.964779,True,confirmed,7,2026-04-09 22:20:40.895759
44e87a0e,1865089e,0.003599,0.002248,0.00135,0.000769,0.001947,True,confirmed,7,2026-04-09 22:20:40.897488
02c2c122,b381a299,0.008326,0.00089,0.007436,0.006512,0.008355,True,confirmed,7,2026-04-09 22:20:40.899848
37c923a5,7d77f326,0.00727,0.001935,0.005335,0.003683,0.006982,True,confirmed,7,2026-04-09 22:20:40.901397
e6185bec,43b3ab2a,0.029015,0.003228,0.025787,0.022559,0.029007,True,confirmed,7,2026-04-09 22:20:40.902882
565f42fa,833d51d5,0.036621,0.002772,0.033849,0.029903,0.037786,True,confirmed,7,2026-04-09 22:20:40.904386
884c4e9d,c1ad7b9b,0.014519,0.001543,0.012976,0.011371,0.014581,True,confirmed,7,2026-04-09 22:20:40.906638
48b71615,238b51bb,0.059388,0.006057,0.053331,0.046767,0.059863,True,confirmed,7,2026-04-09 22:20:40.908212
be6bada1,c8022a01,0.021663,0.001745,0.019919,0.01758,0.022258,True,confirmed,7,2026-04-09 22:20:40.909664
c1e2d43c,c878902c,0.016936,0.001282,0.015654,0.01383,0.017475,True,confirmed,7,2026-04-09 22:20:40.911124
1b535c05,8351f3ea,0.014839,0.001123,0.013716,0.012117,0.015311,True,confirmed,7,2026-04-09 22:20:40.912578
6139fddb,181b22de,0.027238,0.002062,0.025176,0.022242,0.028104,True,confirmed,7,2026-04-09 22:20:40.915260
a1b32b7c,41a7270f,0.006033,0.003882,0.002151,0.001154,0.003137,True,confirmed,7,2026-04-09 22:20:40.916757
55b70542,8cf364c9,0.016863,0.001726,0.015137,0.011592,0.018682,True,confirmed,7,2026-04-09 22:20:40.918211
15c3d82d,0699ea39,0.030751,0.002986,0.027764,0.024388,0.03114,True,confirmed,7,2026-04-09 22:20:40.919661
ac339dcf,4479c756,0.008674,0.000885,0.007789,0.006831,0.008743,True,confirmed,7,2026-04-09 22:20:40.921277
042f842d,1b087584,0.008587,0.000876,0.007711,0.006762,0.008656,True,confirmed,7,2026-04-09 22:20:40.922744
06585079,dbc2b14c,0.001003,0.000627,0.000376,0.000214,0.000543,True,confirmed,7,2026-04-09 22:20:40.924298
02c998d1,f32b8ff5,0.018998,0.002106,0.016893,0.012883,0.020896,True,confirmed,7,2026-04-09 22:20:40.925764
48e478ae,c3e69b09,0.033141,0.003218,0.029923,0.026284,0.033561,True,confirmed,7,2026-04-09 22:20:40.927254
c55bf810,6a6dfe9a,0.018266,0.001383,0.016883,0.014915,0.018847,True,confirmed,7,2026-04-09 22:20:40.928776
c14d9ea8,d1a4397c,0.029393,0.002367,0.027026,0.023853,0.0302,True,confirmed,7,2026-04-09 22:20:40.931078
406382d8,845a6d2e,0.000375,0.000234,0.000141,8e-05,0.000203,True,confirmed,7,2026-04-09 22:20:40.932941
039b88a8,aaa640f1,0.00112,0.0007,0.00042,0.000239,0.000606,True,confirmed,7,2026-04-09 22:20:40.934454
7e835516,76421542,0.031853,0.00326,0.028592,0.021897,0.035288,True,confirmed,7,2026-04-09 22:20:40.935959
a14c6e18,2e76c67d,0.009685,0.00078,0.008905,0.007859,0.00995,True,confirmed,7,2026-04-09 22:20:40.937612
7f3ca4d2,88e4f256,0.033078,0.002664,0.030414,0.026843,0.033985,True,confirmed,7,2026-04-09 22:20:40.939075
0634d769,6afaa477,0.016525,0.007057,0.009468,0.004753,0.014191,True,confirmed,7,2026-04-09 22:20:40.940544
bcd6acca,ec77d3d3,0.013228,0.006112,0.007115,0.003244,0.010978,True,confirmed,7,2026-04-09 22:20:40.942010
7292ea61,b28ad539,0.020108,0.001582,0.018526,0.014345,0.022711,True,confirmed,7,2026-04-09 22:20:40.943630
712ddc3d,4fae409b,0.007915,0.000599,0.007316,0.006463,0.008167,True,confirmed,7,2026-04-09 22:20:40.945331
9e1a843c,daf33070,0.017124,0.006366,0.010757,0.006061,0.015461,True,confirmed,7,2026-04-09 22:20:40.947626
66a0978c,b730e8b5,0.000276,0.000172,0.000103,5.9e-05,0.000149,True,confirmed,7,2026-04-09 22:20:40.949481
363998fc,ec35d197,0.00443,0.003327,0.001103,0.000321,0.001876,True,confirmed,7,2026-04-09 22:20:40.950980
9431fb79,4f3c2dcc,0.011539,0.000868,0.01067,0.009429,0.011912,True,confirmed,7,2026-04-09 22:20:40.952436
bb041e5e,96bc03bb,0.018794,0.006114,0.01268,0.0077,0.017659,True,confirmed,7,2026-04-09 22:20:40.954750
54c8e49e,a437cf90,0.004294,0.003249,0.001045,0.000288,0.001793,True,confirmed,7,2026-04-09 22:20:40.956230
aa783549,450b9944,0.006337,0.000677,0.005659,0.004956,0.006359,True,confirmed,7,2026-04-09 22:20:40.957813
2195a5ba,d7697008,0.082632,0.006298,0.076334,0.059207,0.0935,True,confirmed,7,2026-04-09 22:20:40.959288
b18ac9f3,872dceff,0.008113,0.005193,0.002919,0.000261,0.005585,True,confirmed,7,2026-04-09 22:20:40.961104
afa772cc,2be3f682,0.025226,0.001909,0.023317,0.020599,0.026028,True,confirmed,7,2026-04-09 22:20:40.963223
a3a01132,b173ad48,0.029996,0.003207,0.026789,0.023461,0.030102,True,confirmed,7,2026-04-09 22:20:40.964864
5009069e,ce3891ec,0.009304,0.000952,0.008352,0.007324,0.009376,True,confirmed,7,2026-04-09 22:20:40.966556
9ecbf655,5467d55e,0.001326,0.001004,0.000323,8.9e-05,0.000554,True,confirmed,7,2026-04-09 22:20:40.968093
3b7e9dbe,6d35f8da,0.00148,0.000953,0.000528,0.000283,0.00077,True,confirmed,7,2026-04-09 22:20:40.970325
f46be83a,b4cd25e6,0.008367,0.00066,0.007707,0.006805,0.00861,True,confirmed,7,2026-04-09 22:20:40.971867
86843e31,c6e74886,0.014272,0.001074,0.013198,0.011662,0.014734,True,confirmed,7,2026-04-09 22:20:40.973330
f461c987,9cf274c2,0.008544,0.004777,0.003767,0.001102,0.006432,True,confirmed,7,2026-04-09 22:20:40.974792
39af27dc,6f27e6f3,0.005733,0.002331,0.003402,0.00179,0.005015,True,confirmed,7,2026-04-09 22:20:40.976406
e86a5271,17a55c58,0.03153,0.002403,0.029127,0.022592,0.035677,True,confirmed,7,2026-04-09 22:20:40.978700
50966467,a4006f92,0.041222,0.004381,0.036842,0.032284,0.0414,True,confirmed,7,2026-04-09 22:20:40.980188
fe898870,ab05a47f,0.002341,0.001506,0.000835,0.000448,0.001217,True,confirmed,7,2026-04-09 22:20:40.981852
7a06e8bd,e478dccb,0.021585,0.001634,0.019951,0.017626,0.022272,True,confirmed,7,2026-04-09 22:20:40.983560
c73a4334,c841dbc7,0.037286,0.002806,0.034481,0.030469,0.038493,True,confirmed,7,2026-04-09 22:20:40.985497
762e5ddb,315cebef,0.013238,0.001473,0.011765,0.010292,0.013234,True,confirmed,7,2026-04-09 22:20:40.987305
1b8de021,ad461f93,0.002277,0.001611,0.000667,-0.000111,0.001445,True,partial,7,2026-04-09 22:20:40.988840
6942a854,2a33b264,0.000179,0.000111,6.8e-05,1e-05,0.000126,True,confirmed,7,2026-04-09 22:20:40.990337
51029a07,b099b284,0.000559,0.000326,0.000233,0.000145,0.000323,True,confirmed,7,2026-04-09 22:20:40.991793
dad7cb48,30e8b2b9,0.00467,0.003205,0.001465,-0.00011,0.003041,True,partial,7,2026-04-09 22:20:40.994041
c5ce73a8,d85ac3f0,0.001634,0.001326,0.000308,-0.000284,0.0009,True,partial,7,2026-04-09 22:20:40.995572
37a017bc,22b3d213,0.002201,0.001429,0.000772,4.6e-05,0.001499,True,confirmed,7,2026-04-09 22:20:40.997037
a1cbb418,02095b76,0.002769,0.001166,0.001604,0.000817,0.002392,True,confirmed,7,2026-04-09 22:20:40.998861
b268f9d2,df329c19,0.001708,0.000998,0.00071,0.000169,0.001251,True,confirmed,7,2026-04-09 22:20:41.000400
2b24aeb8,658e3e5d,0.000682,0.000516,0.000166,4.7e-05,0.000286,True,confirmed,7,2026-04-09 22:20:41.002657
09fe7084,e3eddeca,0.001799,0.001406,0.000393,-0.000248,0.001034,True,partial,7,2026-04-09 22:20:41.004247
36588fec,2313e322,0.000146,8.5e-05,6e-05,1.4e-05,0.000107,True,confirmed,7,2026-04-09 22:20:41.005960
354dc9cb,97b75476,0.002811,0.001825,0.000986,5.9e-05,0.001914,True,confirmed,7,2026-04-09 22:20:41.007473
cfb15db1,1626804b,0.000493,0.000385,0.000108,-6.8e-05,0.000283,True,partial,7,2026-04-09 22:20:41.009832
83e238c7,cb46a030,0.00047,0.000257,0.000213,0.000141,0.000286,True,confirmed,7,2026-04-09 22:20:41.011361
f0ff4b2c,a061de7f,0.001731,0.001405,0.000326,-0.000301,0.000954,True,partial,7,2026-04-09 22:20:41.012826
992ad91e,79b35a29,0.001496,0.001213,0.000282,-0.00026,0.000824,True,partial,7,2026-04-09 22:20:41.014429
31334321,aa0845d3,0.001349,0.000655,0.000695,0.000294,0.001095,True,confirmed,7,2026-04-09 22:20:41.016354
581b692e,3785ef3d,0.000445,0.000239,0.000206,0.000138,0.000276,True,confirmed,7,2026-04-09 22:20:41.018635
7e529e50,e67bb3b3,0.001977,0.001604,0.000373,-0.000344,0.00109,True,partial,7,2026-04-09 22:20:41.020174
3c3e6d2a,7e794467,0.000666,0.00028,0.000386,0.000197,0.000575,True,confirmed,7,2026-04-09 22:20:41.021636
5cba1016,87441234,0.002745,0.002228,0.000518,-0.000477,0.001513,True,partial,7,2026-04-09 22:20:41.023093
a64d93e4,5c2cd45f,0.000606,0.000255,0.000351,0.000179,0.000524,True,confirmed,7,2026-04-09 22:20:41.025173
2d1adb0e,96b51202,0.002609,0.001445,0.001164,0.000353,0.001974,True,confirmed,7,2026-04-09 22:20:41.027069
d13c38c5,55ce455a,0.009075,0.007364,0.001711,-0.001577,0.005002,True,partial,7,2026-04-09 22:20:41.028558
744a8b2f,b991d659,0.000146,8.5e-05,6.1e-05,3.8e-05,8.5e-05,True,confirmed,7,2026-04-09 22:20:41.030006
6eb2da19,05b55cd0,3.8e-05,2.1e-05,1.7e-05,1.1e-05,2.3e-05,True,confirmed,7,2026-04-09 22:20:41.031712
e0cb6717,552c4041,0.000913,0.000513,0.0004,0.000115,0.000685,True,confirmed,7,2026-04-09 22:20:41.034338
b7adbf51,67f069b7,0.000902,0.000438,0.000464,0.000196,0.000732,True,confirmed,7,2026-04-09 22:20:41.035926
021fe251,fb9bf97c,0.004372,0.001953,0.002419,0.001153,0.003683,True,confirmed,7,2026-04-09 22:20:41.037403
237ae14f,b7ced2bf,0.002268,0.000888,0.00138,0.000749,0.002011,True,confirmed,7,2026-04-09 22:20:41.038972
02d87417,32c610bd,0.001733,0.001355,0.000378,-0.000239,0.000996,True,partial,7,2026-04-09 22:20:41.041135
1bcf20da,8a2d9c89,0.000275,0.000171,0.000104,1.5e-05,0.000193,True,confirmed,7,2026-04-09 22:20:41.042755
13fdc8fe,0563cc45,0.000233,0.000136,9.7e-05,6e-05,0.000134,True,confirmed,7,2026-04-09 22:20:41.044210
cf15e707,bf1fbd7d,0.002794,0.001633,0.001161,0.000276,0.002047,True,confirmed,7,2026-04-09 22:20:41.045667
ed8c1f27,f0259a20,0.001331,0.00104,0.00029,-0.000184,0.000765,True,partial,7,2026-04-09 22:20:41.047123
90c29670,05485317,0.000324,0.000229,9.5e-05,-1.6e-05,0.000206,True,partial,7,2026-04-09 22:20:41.049239
524c30b7,d08c2aed,0.001516,0.00123,0.000286,-0.000263,0.000835,True,partial,7,2026-04-09 22:20:41.050732
8f25c1cc,6d0956da,0.000796,0.000258,0.000537,0.000327,0.000748,True,confirmed,7,2026-04-09 22:20:41.052226
78d0e283,f6ad8ad7,0.000209,0.00014,6.9e-05,-1e-06,0.000139,True,partial,7,2026-04-09 22:20:41.053815
7065a00e,84d28464,0.00045,0.000309,0.000141,-1.1e-05,0.000293,True,partial,7,2026-04-09 22:20:41.055331
c7a6a838,65a5e38c,0.000665,0.00052,0.000145,-9.2e-05,0.000382,True,partial,7,2026-04-09 22:20:41.057064
f8fbd994,7d7a2dc9,0.004954,0.003504,0.00145,-0.000241,0.003143,True,partial,7,2026-04-09 22:20:41.058552
031e4991,d8f5dff6,0.000685,0.000459,0.000227,-2e-06,0.000456,True,partial,7,2026-04-09 22:20:41.060019
6fe09837,6b2907de,0.000246,0.000193,5.4e-05,-3.4e-05,0.000142,True,partial,7,2026-04-09 22:20:41.061526
296f9109,4287c2de,0.000534,0.000296,0.000239,0.000156,0.000322,True,confirmed,7,2026-04-09 22:20:41.063021
58bc7ae0,834950ae,0.001515,0.001014,0.000501,-5e-06,0.001007,True,partial,7,2026-04-09 22:20:41.065277
a8e55922,6a816955,0.00024,0.000182,5.8e-05,1.6e-05,0.000101,True,confirmed,7,2026-04-09 22:20:41.066805
e049b2a2,7f0cbd97,0.000263,0.000154,0.00011,6.8e-05,0.000152,True,confirmed,7,2026-04-09 22:20:41.068308
ed2540aa,075b45fd,0.002464,0.00144,0.001024,0.000244,0.001805,True,confirmed,7,2026-04-09 22:20:41.069780
ac86be07,769923e8,0.001809,0.000878,0.000931,0.000394,0.001469,True,confirmed,7,2026-04-09 22:20:41.071257
7bec00e1,a08c01a3,0.000108,7.2e-05,3.6e-05,-0.0,7.2e-05,True,partial,7,2026-04-09 22:20:41.072891
ad79d35e,2baae4e2,0.00011,6e-05,5e-05,3.3e-05,6.7e-05,True,confirmed,7,2026-04-09 22:20:41.074352
07aa5171,db933d14,0.001107,0.000537,0.00057,0.000241,0.000899,True,confirmed,7,2026-04-09 22:20:41.075845
da1dac0c,ad6c3866,0.000586,0.000324,0.000262,0.000172,0.000353,True,confirmed,7,2026-04-09 22:20:41.077298
7f7116ec,c9f490be,0.000553,0.000322,0.000231,0.000143,0.000319,True,confirmed,7,2026-04-09 22:20:41.078753
2b8d324b,28e16e54,0.00381,0.003092,0.000719,-0.000662,0.0021,True,partial,7,2026-04-09 22:20:41.080456
96f13371,e7189cee,1.8e-05,1e-05,7e-06,5e-06,1e-05,True,confirmed,7,2026-04-09 22:20:41.082498
cf2aa068,9e3bfc9b,0.004152,0.002427,0.001726,0.000411,0.003042,True,confirmed,7,2026-04-09 22:20:41.084032
b9153f18,ba7f5092,0.002005,0.00063,0.001375,0.000848,0.001902,True,confirmed,7,2026-04-09 22:20:41.085610
f9596270,c7701497,9.1e-05,5e-05,4.1e-05,2.7e-05,5.5e-05,True,confirmed,7,2026-04-09 22:20:41.087064
d7ba767d,65bb6bb1,3.5e-05,2.1e-05,1.5e-05,9e-06,2e-05,True,confirmed,7,2026-04-09 22:20:41.088734
5f43f732,e0e97a6d,0.00034,0.000198,0.000141,3.4e-05,0.000249,True,confirmed,7,2026-04-09 22:20:41.090216
ce81491d,fad91d40,0.001634,0.001326,0.000308,-0.000284,0.0009,True,partial,7,2026-04-09 22:20:41.094050
1dfcb280,75a58c93,0.000623,0.000472,0.000152,4.3e-05,0.000261,True,confirmed,7,2026-04-09 22:20:41.096593
35ef9cac,0c1cd873,0.000747,0.000437,0.000311,7.4e-05,0.000547,True,confirmed,7,2026-04-09 22:20:41.098244
7a39b72f,8604a053,6.2e-05,4.7e-05,1.5e-05,4e-06,2.6e-05,True,confirmed,7,2026-04-09 22:20:41.099985
3e3caa29,054dc9b9,0.001335,0.001044,0.000291,-0.000184,0.000767,True,partial,7,2026-04-09 22:20:41.101472
a5d1a447,e28e9221,0.00233,0.001559,0.000771,-7e-06,0.001549,True,partial,7,2026-04-09 22:20:41.103009
7d4fee85,28fc3976,5.1e-05,2.8e-05,2.3e-05,1.5e-05,3.1e-05,True,confirmed,7,2026-04-09 22:20:41.104878
74646f72,e4c720eb,0.00815,0.004762,0.003387,0.000806,0.005971,True,confirmed,7,2026-04-09 22:20:41.106424
e6dd6c11,b7e8d93e,0.009919,0.007507,0.002412,0.000679,0.004161,True,confirmed,7,2026-04-09 22:20:41.107919
9c2d4144,bec6cf59,0.006383,0.003426,0.002957,0.001975,0.00395,True,confirmed,7,2026-04-09 22:20:41.109374
03b3c9a4,563f0eb7,0.10385,0.033722,0.070128,0.042623,0.097657,True,confirmed,7,2026-04-09 22:20:41.110838
0b20a2ce,704cc9d7,0.039012,0.026103,0.012909,-0.000119,0.025937,True,partial,7,2026-04-09 22:20:41.113247
9414d681,612e5caa,0.047365,0.017172,0.030193,0.017284,0.043102,True,confirmed,7,2026-04-09 22:20:41.115112
a80348df,425a4c55,0.76493,0.057501,0.707429,0.625205,0.789841,True,confirmed,7,2026-04-09 22:20:41.116867
bc83c50c,44571561,0.122141,0.066757,0.055385,0.036642,0.074338,True,confirmed,7,2026-04-09 22:20:41.118535
23349926,a6b0d8bc,0.155228,0.08484,0.070388,0.046568,0.094475,True,confirmed,7,2026-04-09 22:20:41.120890
06134ae7,44fe2f7b,0.02921,0.003025,0.026184,0.020035,0.032334,True,confirmed,7,2026-04-09 22:20:41.122557
4c67c5d1,0a96bf9c,0.009374,0.005193,0.004181,0.001267,0.007093,True,confirmed,7,2026-04-09 22:20:41.124034
40b0b2c3,eb6ea6b7,0.007752,0.004823,0.002929,0.000411,0.005443,True,confirmed,7,2026-04-09 22:20:41.125498
68a90afa,24b2b605,0.001062,0.000588,0.000474,0.000144,0.000804,True,confirmed,7,2026-04-09 22:20:41.126994
bbc45ce8,9b639047,0.002054,0.001177,0.000877,0.00023,0.001523,True,confirmed,7,2026-04-09 22:20:41.129448
98bf99fe,9e7f15fa,0.005012,0.001575,0.003436,0.00212,0.004755,True,confirmed,7,2026-04-09 22:20:41.130975
85d32cac,266596c1,0.008474,0.005272,0.003202,0.00045,0.00595,True,confirmed,7,2026-04-09 22:20:41.132820
88676349,ae9c18ca,0.028371,0.002207,0.026164,0.02311,0.029219,True,confirmed,7,2026-04-09 22:20:41.134351
b176814e,84e384be,0.034093,0.002752,0.031341,0.024244,0.038438,True,confirmed,7,2026-04-09 22:20:41.136564
439d1201,c0f44b7e,0.083116,0.008206,0.07491,0.057464,0.092356,True,confirmed,7,2026-04-09 22:20:41.138402
ed05a40d,19130921,0.016421,0.002434,0.013986,0.010458,0.017515,True,confirmed,7,2026-04-09 22:20:41.139991
ffe49ff1,6ef94bce,0.034273,0.002567,0.031706,0.024594,0.038818,True,confirmed,7,2026-04-09 22:20:41.141473
2a5d0f0b,a74b1f10,0.016785,0.001664,0.015121,0.011603,0.018649,True,confirmed,7,2026-04-09 22:20:41.142925
e952894a,b396fd54,0.02333,0.002313,0.021017,0.016127,0.02592,True,confirmed,7,2026-04-09 22:20:41.145507
344b547a,6cdc567e,0.03097,0.002903,0.028067,0.021581,0.034553,True,confirmed,7,2026-04-09 22:20:41.147038
fe1ce037,e440d879,0.004206,0.00241,0.001795,0.000472,0.003119,True,confirmed,7,2026-04-09 22:20:41.149124
2d0ecc9e,95387da6,0.004756,0.002599,0.002156,0.001427,0.002894,True,confirmed,7,2026-04-09 22:20:41.150671
5b9fd6a0,fe346f79,0.00587,0.003422,0.002449,0.00152,0.003389,True,confirmed,7,2026-04-09 22:20:41.153108
e06f5831,44cdfd97,0.024616,0.002265,0.022351,0.017207,0.027511,True,confirmed,7,2026-04-09 22:20:41.155675
093ffbb6,d529c34c,0.000876,0.000588,0.000287,-5e-06,0.00058,True,partial,7,2026-04-09 22:20:41.157183
78985238,354fcf00,0.010004,0.005733,0.00427,0.001123,0.007418,True,confirmed,7,2026-04-09 22:20:41.158691
dff29f6e,8fc78fda,0.000433,0.000252,0.000181,0.000112,0.00025,True,confirmed,7,2026-04-09 22:20:41.161131
de9787b8,9691ad27,0.102432,0.007106,0.095326,0.07414,0.116534,True,confirmed,7,2026-04-09 22:20:41.162642
00965f8f,e8074440,8.7e-05,6.8e-05,1.9e-05,3e-06,3.4e-05,True,confirmed,7,2026-04-09 22:20:41.164101
70dbbab4,67eeab97,0.000202,0.000148,5.4e-05,-1.5e-05,0.000124,True,partial,7,2026-04-09 22:20:41.165989
2b66d33e,d81d4969,0.000144,0.000113,3.1e-05,6e-06,5.7e-05,True,confirmed,7,2026-04-09 22:20:41.167887
f7793d9f,f200f9ce,0.000669,0.000498,0.000171,5.6e-05,0.000289,True,confirmed,7,2026-04-09 22:20:41.169990
e4442a89,d05d983c,0.000481,0.000377,0.000105,1.9e-05,0.00019,True,confirmed,7,2026-04-09 22:20:41.171465
b2245214,38cb33bb,0.003903,0.002852,0.001052,-0.000299,0.002403,True,partial,7,2026-04-09 22:20:41.172940
df1f060b,796fdf89,6.9e-05,4.7e-05,2.2e-05,-1e-06,4.5e-05,True,partial,7,2026-04-09 22:20:41.174402
90648f31,b8595208,0.000188,0.000147,4.1e-05,7e-06,7.4e-05,True,confirmed,7,2026-04-09 22:20:41.177289
cc9ea503,c6abbc10,0.000862,0.000656,0.000206,-9.7e-05,0.00051,True,partial,7,2026-04-09 22:20:41.178799
a29b3eb3,75189d54,0.001711,0.00125,0.000461,-0.000131,0.001053,True,partial,7,2026-04-09 22:20:41.180305
5bfe16fd,0a8cf911,0.000213,0.000159,5.4e-05,1.8e-05,9.2e-05,True,confirmed,7,2026-04-09 22:20:41.182068
cef99edd,fbb612e2,0.00433,0.002596,0.001734,0.000349,0.003119,True,confirmed,7,2026-04-09 22:20:41.184508
52431213,9cea1eee,6.9e-05,4.7e-05,2.2e-05,-1e-06,4.5e-05,True,partial,7,2026-04-09 22:20:41.186227
ed2f2342,d55a0096,1.7e-05,1.3e-05,4e-06,1e-06,7e-06,True,confirmed,7,2026-04-09 22:20:41.187726
c95e5d5e,f9e2ad07,0.00112,0.000913,0.000207,-0.0002,0.000613,True,partial,7,2026-04-09 22:20:41.189225
dd3018e4,1f3be1ec,0.000674,0.000494,0.00018,-5.4e-05,0.000413,True,partial,7,2026-04-09 22:20:41.190899
20e000d7,26cb9fbc,0.000931,0.000602,0.000329,2.2e-05,0.000635,True,confirmed,7,2026-04-09 22:20:41.193581
32131fdd,9ff0bd93,8.3e-05,6.5e-05,1.8e-05,3e-06,3.3e-05,True,confirmed,7,2026-04-09 22:20:41.195064
4218a662,1c376a71,0.001589,0.001028,0.000561,3.8e-05,0.001085,True,confirmed,7,2026-04-09 22:20:41.196531
d40e7ec7,3d6528c8,6.7e-05,5.9e-05,8e-06,-5e-06,2e-05,True,partial,7,2026-04-09 22:20:41.198077
0d9cf36f,e7a39865,0.001251,0.001028,0.000223,-0.000233,0.000679,True,partial,7,2026-04-09 22:20:41.200932
aaa9cc01,d56f8655,0.001133,0.000733,0.0004,2.7e-05,0.000773,True,confirmed,7,2026-04-09 22:20:41.202445
34e021b7,11f1f4e1,0.001582,0.001156,0.000426,-0.000121,0.000974,True,partial,7,2026-04-09 22:20:41.203918
ca859669,d881a3fb,0.00298,0.001928,0.001052,7.2e-05,0.002034,True,confirmed,7,2026-04-09 22:20:41.205449
d74e8d41,00cdf91e,0.001954,0.001172,0.000783,0.000158,0.001408,True,confirmed,7,2026-04-09 22:20:41.207205
e25f6143,139c81a0,0.00102,0.00066,0.00036,2.5e-05,0.000696,True,confirmed,7,2026-04-09 22:20:41.208859
b7ec1b2c,adceb0d0,0.000892,0.000405,0.000487,0.000228,0.000747,True,confirmed,7,2026-04-09 22:20:41.210334
655f7379,73f5ba5f,0.002889,0.00211,0.000778,-0.000221,0.001779,True,partial,7,2026-04-09 22:20:41.211839
b6481de2,ba2efa02,0.001307,0.000845,0.000461,3.1e-05,0.000892,True,confirmed,7,2026-04-09 22:20:41.213339
eea3794c,0f77ce44,0.000516,0.000377,0.000139,-3.9e-05,0.000318,True,partial,7,2026-04-09 22:20:41.215305
7c06cd36,aa32d080,0.000282,0.000182,0.0001,7e-06,0.000193,True,confirmed,7,2026-04-09 22:20:41.217147
1a976683,0e1e045f,0.000443,0.000265,0.000177,3.6e-05,0.000319,True,confirmed,7,2026-04-09 22:20:41.218627
079af556,6accf0c7,0.002834,0.001699,0.001135,0.000228,0.002041,True,confirmed,7,2026-04-09 22:20:41.220093
7c9ebd96,3d7b5127,0.00228,0.001671,0.000608,-0.000182,0.001398,True,partial,7,2026-04-09 22:20:41.221558
09970ce4,4c974f71,0.003316,0.001538,0.001778,0.000807,0.00275,True,confirmed,7,2026-04-09 22:20:41.223357
8e46fd8f,5b11b12a,0.001864,0.000846,0.001017,0.000475,0.00156,True,confirmed,7,2026-04-09 22:20:41.225224
30c1612b,e49fc562,0.000583,0.000377,0.000206,1.4e-05,0.000398,True,confirmed,7,2026-04-09 22:20:41.226739
f0ab6196,20fc6ef3,0.003751,0.001537,0.002213,0.001155,0.003271,True,confirmed,7,2026-04-09 22:20:41.228258
8d18600e,8ad8598c,0.002845,0.001705,0.001139,0.000229,0.002049,True,confirmed,7,2026-04-09 22:20:41.229729
3fc89ea4,0647445a,0.000718,0.000524,0.000193,-5.5e-05,0.000442,True,partial,7,2026-04-09 22:20:41.234863
373053ea,20971589,0.000116,9.1e-05,2.5e-05,5e-06,4.6e-05,True,confirmed,7,2026-04-09 22:20:41.236595
