job_id,name,team_id,service_name,region,vcpus,gpu_count,duration_hours,category,started_at,ended_at,workload_type,kgco2e,cost_usd
55778f9c,ci_cd-006-9909,backend-api,ci_cd,us-east-1,2,0,0.26,sustainable,2025-01-07 18:33:00,2025-01-07 18:48:35.650895,ci_cd,0.001188,0.0208
4eb7853c,ci_cd-006-7838,platform,ci_cd,us-east-1,2,0,0.246,balanced,2025-01-07 14:14:00,2025-01-07 14:28:44.075558,ci_cd,0.001124,0.0197
5a7e3834,ci_cd-006-9231,mobile,ci_cd,us-east-1,8,0,0.238,balanced,2025-01-07 04:13:00,2025-01-07 04:27:18.233131,ci_cd,0.004468,0.0762
cd832584,ci_cd-006-4659,mobile,ci_cd,us-east-1,2,0,0.385,urgent,2025-01-07 01:42:00,2025-01-07 02:05:04.489211,ci_cd,0.001747,0.0308
c6316944,ci_cd-006-6156,ml-team,ci_cd,us-west-2,2,0,0.392,urgent,2025-01-07 11:36:00,2025-01-07 11:59:32.548413,ci_cd,0.00025,0.0314
6c769879,ci_cd-006-1158,platform,ci_cd,us-east-1,4,0,0.353,balanced,2025-01-07 17:19:00,2025-01-07 17:40:12.478507,ci_cd,0.003246,0.0565
2f4d1f8d,ci_cd-006-0167,analytics,ci_cd,us-west-2,2,0,0.113,urgent,2025-01-07 12:36:00,2025-01-07 12:42:47.369995,ci_cd,7.1e-05,0.009
6cf2aa77,ci_cd-006-1701,platform,ci_cd,us-east-1,4,0,0.269,balanced,2025-01-07 04:56:00,2025-01-07 05:12:06.710853,ci_cd,0.002525,0.043
7eabfa11,ci_cd-006-4310,data-eng,ci_cd,us-west-2,2,0,0.033,urgent,2025-01-07 05:44:00,2025-01-07 05:45:59.772121,ci_cd,1.5e-05,0.0026
b1e94c50,ci_cd-006-3986,platform,ci_cd,us-east-1,4,0,0.338,balanced,2025-01-07 00:48:00,2025-01-07 01:08:15.582306,ci_cd,0.003037,0.0541
84d2c814,ci_cd-006-4987,data-eng,ci_cd,us-west-2,8,0,0.074,urgent,2025-01-07 08:14:00,2025-01-07 08:18:27.079403,ci_cd,0.000157,0.0237
2fbb0eda,ci_cd-006-2660,frontend,ci_cd,us-east-1,8,0,0.117,balanced,2025-01-07 20:27:00,2025-01-07 20:34:01.146397,ci_cd,0.002131,0.0374
009b7143,ci_cd-006-2607,frontend,ci_cd,us-east-1,4,0,0.195,balanced,2025-01-07 00:56:00,2025-01-07 01:07:42.899822,ci_cd,0.001752,0.0312
7f25e7b4,ci_cd-006-9846,platform,ci_cd,us-east-1,4,0,0.055,balanced,2025-01-07 22:51:00,2025-01-07 22:54:17.408516,ci_cd,0.000509,0.0088
1f356d3a,ci_cd-006-7283,devops,ci_cd,us-east-1,2,0,0.101,balanced,2025-01-07 22:21:00,2025-01-07 22:27:04.099550,ci_cd,0.000467,0.0081
7d327d9c,ci_cd-006-5833,data-eng,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-07 18:53:00,2025-01-07 18:54:48.000000,ci_cd,2.1e-05,0.0048
23d0c7e6,ci_cd-006-6074,data-eng,ci_cd,us-west-2,4,0,0.305,balanced,2025-01-07 20:55:00,2025-01-07 21:13:18.241088,ci_cd,0.000235,0.0488
dc9d2858,ci_cd-006-9106,eu-backend,ci_cd,eu-west-1,4,0,0.215,urgent,2025-01-07 05:14:00,2025-01-07 05:26:55.700038,ci_cd,0.000866,0.0396
630458da,ci_cd-006-1035,platform,ci_cd,us-east-1,8,0,0.268,balanced,2025-01-07 06:23:00,2025-01-07 06:39:06.112964,ci_cd,0.00503,0.0858
87e05bbd,ci_cd-006-6194,eu-frontend,ci_cd,eu-west-1,2,0,0.381,balanced,2025-01-07 16:23:00,2025-01-07 16:45:50.759211,ci_cd,0.001619,0.0351
fb75eea5,ci_cd-006-4440,eu-frontend,ci_cd,eu-west-1,4,0,0.233,urgent,2025-01-07 22:19:00,2025-01-07 22:32:57.508045,ci_cd,0.001937,0.0429
c3f0a2aa,ci_cd-006-2578,platform,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-07 15:36:00,2025-01-07 15:37:48.000000,ci_cd,0.00014,0.0024
547d45b8,ci_cd-006-5537,analytics,ci_cd,us-west-2,4,0,0.371,balanced,2025-01-07 21:31:00,2025-01-07 21:53:17.061298,ci_cd,0.000291,0.0594
b2f271a5,ci_cd-006-6135,data-eng,ci_cd,us-west-2,8,0,0.062,urgent,2025-01-07 11:33:00,2025-01-07 11:36:44.225369,ci_cd,0.000158,0.0198
8b15d32d,ci_cd-006-2088,data-eng,ci_cd,us-west-2,2,0,0.224,balanced,2025-01-07 15:31:00,2025-01-07 15:44:26.869832,ci_cd,7.8e-05,0.0179
a164bec0,ci_cd-006-6213,devops,ci_cd,us-east-1,4,0,0.263,balanced,2025-01-07 11:10:00,2025-01-07 11:25:45.397686,ci_cd,0.002408,0.0421
7357abe0,ci_cd-006-4462,backend-api,ci_cd,us-east-1,4,0,0.197,balanced,2025-01-07 14:29:00,2025-01-07 14:40:50.036992,ci_cd,0.001799,0.0315
b792d698,ci_cd-006-2179,data-eng,ci_cd,us-west-2,4,0,0.28,sustainable,2025-01-07 22:18:00,2025-01-07 22:34:49.497662,ci_cd,0.00023,0.0448
735b5bc8,ci_cd-006-3776,mobile,ci_cd,us-east-1,4,0,0.156,balanced,2025-01-07 13:09:00,2025-01-07 13:18:23.034999,ci_cd,0.001437,0.025
48dcfd29,ci_cd-006-7641,devops,ci_cd,us-east-1,4,0,0.143,sustainable,2025-01-07 00:10:00,2025-01-07 00:18:33.608657,ci_cd,0.001285,0.0229
4d3a63b4,ci_cd-006-2572,backend-api,ci_cd,us-east-1,4,0,0.279,balanced,2025-01-07 19:40:00,2025-01-07 19:56:44.162800,ci_cd,0.002535,0.0446
d35ec2af,ci_cd-006-3821,data-eng,ci_cd,us-west-2,4,0,0.376,urgent,2025-01-07 21:46:00,2025-01-07 22:08:31.852607,ci_cd,0.000294,0.0602
4a02045e,ci_cd-006-2420,frontend,ci_cd,us-east-1,2,0,0.03,urgent,2025-01-07 19:11:00,2025-01-07 19:12:48.000000,ci_cd,0.000136,0.0024
7937c1a7,ci_cd-006-9383,mobile,ci_cd,us-east-1,4,0,0.221,urgent,2025-01-07 13:09:00,2025-01-07 13:22:15.226479,ci_cd,0.002035,0.0354
b8fff609,ci_cd-006-8247,backend-api,ci_cd,us-east-1,4,0,0.19,balanced,2025-01-07 09:41:00,2025-01-07 09:52:22.929986,ci_cd,0.001777,0.0304
58d1748a,ci_cd-006-4103,analytics,ci_cd,us-west-2,2,0,0.627,balanced,2025-01-07 20:47:00,2025-01-07 21:24:38.827570,ci_cd,0.000241,0.0502
8a2431d5,ci_cd-006-7406,ml-team,ci_cd,us-west-2,4,0,0.055,balanced,2025-01-07 22:34:00,2025-01-07 22:37:18.012764,ci_cd,4.5e-05,0.0088
e13497c1,ci_cd-006-7021,data-eng,ci_cd,us-west-2,2,0,0.343,balanced,2025-01-07 17:24:00,2025-01-07 17:44:34.056946,ci_cd,0.000118,0.0274
e1711425,ci_cd-006-6652,ml-team,ci_cd,us-west-2,4,0,0.314,urgent,2025-01-07 18:45:00,2025-01-07 19:03:51.712058,ci_cd,0.000223,0.0502
4198edf3,ci_cd-006-6282,eu-backend,ci_cd,eu-west-1,8,0,0.03,balanced,2025-01-07 06:46:00,2025-01-07 06:47:48.000000,ci_cd,0.000176,0.011
8492c790,ci_cd-006-3013,devops,ci_cd,us-east-1,8,0,0.196,balanced,2025-01-07 17:05:00,2025-01-07 17:16:44.859178,ci_cd,0.003605,0.0627
c4d4f850,ci_cd-006-2050,platform,ci_cd,us-east-1,2,0,0.375,urgent,2025-01-07 11:40:00,2025-01-07 12:02:29.485185,ci_cd,0.001717,0.03
c2beb718,ci_cd-006-6443,frontend,ci_cd,us-east-1,2,0,0.03,sustainable,2025-01-07 17:32:00,2025-01-07 17:33:48.000000,ci_cd,0.000138,0.0024
1fbbbc50,ci_cd-006-5568,mobile,ci_cd,us-east-1,2,0,0.124,urgent,2025-01-07 18:05:00,2025-01-07 18:12:27.975654,ci_cd,0.000567,0.0099
e0e4456d,ci_cd-006-2219,devops,ci_cd,us-east-1,4,0,0.538,balanced,2025-01-07 18:53:00,2025-01-07 19:25:16.535270,ci_cd,0.004918,0.0861
6cc2a121,ci_cd-006-5979,devops,ci_cd,us-east-1,4,0,0.211,balanced,2025-01-07 17:06:00,2025-01-07 17:18:39.253306,ci_cd,0.00194,0.0338
a4ccb6fe,ci_cd-006-6524,platform,ci_cd,us-east-1,4,0,0.243,balanced,2025-01-07 07:02:00,2025-01-07 07:16:33.220087,ci_cd,0.002282,0.0389
282057a2,ci_cd-006-4605,frontend,ci_cd,us-east-1,8,0,0.2,balanced,2025-01-07 03:16:00,2025-01-07 03:28:01.125614,ci_cd,0.003728,0.064
bded15f5,ci_cd-006-7977,backend-api,ci_cd,us-east-1,4,0,0.278,balanced,2025-01-07 04:05:00,2025-01-07 04:21:41.063983,ci_cd,0.00261,0.0445
7122740e,ci_cd-006-5508,platform,ci_cd,us-east-1,8,0,0.119,balanced,2025-01-07 05:01:00,2025-01-07 05:08:07.796063,ci_cd,0.001987,0.0381
522745fa,ci_cd-006-2532,eu-backend,ci_cd,eu-west-1,4,0,0.146,balanced,2025-01-07 12:55:00,2025-01-07 13:03:46.972035,ci_cd,0.001023,0.0269
961294c0,ci_cd-006-9340,data-eng,ci_cd,us-west-2,8,0,0.03,urgent,2025-01-07 07:06:00,2025-01-07 07:07:48.000000,ci_cd,5.9e-05,0.0096
b4cd149f,ci_cd-006-9666,platform,ci_cd,us-east-1,4,0,0.485,balanced,2025-01-07 17:23:00,2025-01-07 17:52:06.511251,ci_cd,0.00446,0.0776
4f87bd8f,ci_cd-006-7486,eu-frontend,ci_cd,eu-west-1,4,0,0.387,urgent,2025-01-07 13:57:00,2025-01-07 14:20:11.756491,ci_cd,0.002896,0.0712
3996406e,ci_cd-006-6394,mobile,ci_cd,us-east-1,4,0,0.489,balanced,2025-01-07 18:23:00,2025-01-07 18:52:19.441763,ci_cd,0.00447,0.0782
2f9d5feb,ci_cd-006-5642,frontend,ci_cd,us-east-1,4,0,0.305,balanced,2025-01-07 04:23:00,2025-01-07 04:41:18.561745,ci_cd,0.002863,0.0488
1108e941,ci_cd-006-7664,eu-backend,ci_cd,eu-west-1,2,0,0.085,urgent,2025-01-07 22:05:00,2025-01-07 22:10:07.512256,ci_cd,0.000353,0.0078
10b83d9a,ci_cd-006-0296,frontend,ci_cd,us-east-1,4,0,0.466,balanced,2025-01-07 21:32:00,2025-01-07 21:59:55.980713,ci_cd,0.004355,0.0746
17e0fd11,ci_cd-006-7277,backend-api,ci_cd,us-east-1,8,0,0.093,sustainable,2025-01-07 18:46:00,2025-01-07 18:51:33.565985,ci_cd,0.0017,0.0298
8b71334f,ci_cd-006-3672,backend-api,ci_cd,us-east-1,4,0,0.045,balanced,2025-01-07 20:53:00,2025-01-07 20:55:42.448558,ci_cd,0.00041,0.0072
59c07522,ci_cd-006-9662,backend-api,ci_cd,us-east-1,4,0,0.408,urgent,2025-01-07 21:01:00,2025-01-07 21:25:29.432488,ci_cd,0.003813,0.0653
93d19350,ci_cd-006-2617,devops,ci_cd,us-east-1,4,0,0.342,balanced,2025-01-07 20:03:00,2025-01-07 20:23:32.073531,ci_cd,0.003115,0.0547
3c255ced,ci_cd-006-1810,eu-backend,ci_cd,eu-west-1,4,0,0.101,balanced,2025-01-07 17:26:00,2025-01-07 17:32:03.432556,ci_cd,0.001012,0.0186
2fcfcb18,ci_cd-006-2744,frontend,ci_cd,us-east-1,4,0,0.238,balanced,2025-01-07 15:06:00,2025-01-07 15:20:17.355661,ci_cd,0.002215,0.0381
adc2691b,ci_cd-006-9006,ml-team,ci_cd,us-west-2,8,0,0.073,balanced,2025-01-07 14:38:00,2025-01-07 14:42:22.406667,ci_cd,0.000142,0.0234
474539e5,ci_cd-006-1769,analytics,ci_cd,us-west-2,4,0,0.303,balanced,2025-01-07 19:53:00,2025-01-07 20:11:11.026941,ci_cd,0.000227,0.0485
410a6159,ci_cd-006-0681,frontend,ci_cd,us-east-1,8,0,0.49,urgent,2025-01-07 19:08:00,2025-01-07 19:37:22.436512,ci_cd,0.008904,0.1568
a6f400f3,ci_cd-006-6190,ml-team,ci_cd,us-west-2,4,0,0.052,urgent,2025-01-07 04:25:00,2025-01-07 04:28:08.596113,ci_cd,4.6e-05,0.0083
5a03b64a,ci_cd-006-2338,data-eng,ci_cd,us-west-2,2,0,0.272,balanced,2025-01-07 08:10:00,2025-01-07 08:26:17.574468,ci_cd,0.000144,0.0218
97609640,ci_cd-006-9165,eu-frontend,ci_cd,eu-west-1,4,0,0.353,balanced,2025-01-07 07:14:00,2025-01-07 07:35:09.442972,ci_cd,0.001051,0.065
dd2dbc3c,ci_cd-006-5617,platform,ci_cd,us-east-1,4,0,0.331,balanced,2025-01-07 13:03:00,2025-01-07 13:22:50.220941,ci_cd,0.003048,0.053
e1d702d4,ci_cd-006-6635,analytics,ci_cd,us-west-2,2,0,0.352,urgent,2025-01-07 14:46:00,2025-01-07 15:07:07.228895,ci_cd,0.000171,0.0282
ad504c4f,ci_cd-006-5459,platform,ci_cd,us-east-1,4,0,0.199,urgent,2025-01-07 22:20:00,2025-01-07 22:31:56.856415,ci_cd,0.001841,0.0318
b9184b0f,ci_cd-006-7091,platform,ci_cd,us-east-1,8,0,0.327,urgent,2025-01-07 21:21:00,2025-01-07 21:40:36.480117,ci_cd,0.006112,0.1046
8d6f0e60,ci_cd-006-1407,mobile,ci_cd,us-east-1,4,0,0.392,sustainable,2025-01-07 14:41:00,2025-01-07 15:04:30.552132,ci_cd,0.003581,0.0627
d09a9201,ci_cd-006-4147,backend-api,ci_cd,us-east-1,8,0,0.03,urgent,2025-01-07 13:33:00,2025-01-07 13:34:48.000000,ci_cd,0.000553,0.0096
457ad45e,ci_cd-006-1833,eu-frontend,ci_cd,eu-west-1,4,0,0.03,urgent,2025-01-07 21:24:00,2025-01-07 21:25:48.000000,ci_cd,0.000291,0.0055
fe74bc5b,ci_cd-006-2997,platform,ci_cd,us-east-1,4,0,0.27,balanced,2025-01-07 22:03:00,2025-01-07 22:19:13.113113,ci_cd,0.002498,0.0432
a3f339ee,ci_cd-006-0686,frontend,ci_cd,us-east-1,4,0,0.265,balanced,2025-01-07 17:26:00,2025-01-07 17:41:52.484814,ci_cd,0.002437,0.0424
8a9d4fd4,ci_cd-006-3529,data-eng,ci_cd,us-west-2,2,0,0.03,urgent,2025-01-07 19:03:00,2025-01-07 19:04:48.000000,ci_cd,1.1e-05,0.0024
ad3b321c,ci_cd-006-1727,devops,ci_cd,us-east-1,2,0,0.057,urgent,2025-01-07 17:03:00,2025-01-07 17:06:25.489771,ci_cd,0.000262,0.0046
b92f708f,ci_cd-006-6936,devops,ci_cd,us-east-1,8,0,0.03,urgent,2025-01-07 15:35:00,2025-01-07 15:36:48.000000,ci_cd,0.000558,0.0096
324a5f1d,ci_cd-006-7306,platform,ci_cd,us-east-1,2,0,0.457,balanced,2025-01-07 21:18:00,2025-01-07 21:45:23.566906,ci_cd,0.002135,0.0366
4ba22d64,ci_cd-006-2191,analytics,ci_cd,us-west-2,4,0,0.203,urgent,2025-01-07 17:03:00,2025-01-07 17:15:09.402547,ci_cd,0.00014,0.0325
a7896ecf,ci_cd-006-8651,platform,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-07 17:08:00,2025-01-07 17:09:48.000000,ci_cd,0.000276,0.0048
a42ae35b,ci_cd-006-8627,platform,ci_cd,us-east-1,2,0,0.095,urgent,2025-01-07 03:24:00,2025-01-07 03:29:42.711643,ci_cd,0.000443,0.0076
da164953,ci_cd-006-0169,eu-frontend,ci_cd,eu-west-1,2,0,0.35,urgent,2025-01-07 03:51:00,2025-01-07 04:12:00.187712,ci_cd,0.001073,0.0322
9e6f3a1c,ci_cd-006-2905,eu-frontend,ci_cd,eu-west-1,4,0,0.177,balanced,2025-01-07 13:35:00,2025-01-07 13:45:38.372511,ci_cd,0.001325,0.0326
814851e2,ci_cd-006-1858,ml-team,ci_cd,us-west-2,4,0,0.24,urgent,2025-01-07 13:36:00,2025-01-07 13:50:22.514561,ci_cd,0.000284,0.0384
dd8fdf1f,ci_cd-006-2995,data-eng,ci_cd,us-west-2,8,0,0.03,urgent,2025-01-07 19:25:00,2025-01-07 19:26:48.000000,ci_cd,4.5e-05,0.0096
c25b72c4,ci_cd-006-3515,ml-team,ci_cd,us-west-2,8,0,0.409,balanced,2025-01-07 09:06:00,2025-01-07 09:30:33.322553,ci_cd,0.001029,0.1309
80d4c16d,ci_cd-006-1555,devops,ci_cd,us-east-1,2,0,0.345,urgent,2025-01-07 16:32:00,2025-01-07 16:52:41.953768,ci_cd,0.001594,0.0276
b9eb478e,ci_cd-006-2925,platform,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-07 17:08:00,2025-01-07 17:09:48.000000,ci_cd,0.000276,0.0048
089aba84,ci_cd-006-0780,frontend,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-07 15:07:00,2025-01-07 15:08:48.000000,ci_cd,0.00014,0.0024
2d2ba1ca,ci_cd-006-1581,platform,ci_cd,us-east-1,4,0,0.402,balanced,2025-01-07 09:07:00,2025-01-07 09:31:06.541635,ci_cd,0.00376,0.0643
a09e6b0b,ci_cd-006-0447,data-eng,ci_cd,us-west-2,8,0,0.222,balanced,2025-01-07 18:10:00,2025-01-07 18:23:18.798833,ci_cd,0.000316,0.071
959ee25b,ci_cd-006-2605,eu-backend,ci_cd,eu-west-1,2,0,0.393,balanced,2025-01-07 16:25:00,2025-01-07 16:48:33.127309,ci_cd,0.00167,0.0362
a1b03469,ci_cd-006-0095,mobile,ci_cd,us-east-1,2,0,0.092,sustainable,2025-01-07 22:57:00,2025-01-07 23:02:32.603942,ci_cd,0.000426,0.0074
2a448a59,ci_cd-006-1964,analytics,ci_cd,us-west-2,2,0,0.313,balanced,2025-01-07 18:49:00,2025-01-07 19:07:47.549256,ci_cd,0.000111,0.025
117b5604,ci_cd-006-3988,devops,ci_cd,us-east-1,4,0,0.03,sustainable,2025-01-07 21:36:00,2025-01-07 21:37:48.000000,ci_cd,0.00028,0.0048
9e2d01e5,ci_cd-006-2242,mobile,ci_cd,us-east-1,2,0,0.03,balanced,2025-01-07 11:42:00,2025-01-07 11:43:48.000000,ci_cd,0.000137,0.0024
3e87aa02,ci_cd-006-6823,eu-frontend,ci_cd,eu-west-1,4,0,0.366,balanced,2025-01-07 14:53:00,2025-01-07 15:14:57.418161,ci_cd,0.003473,0.0673
ce68e7d7,ci_cd-006-9077,mobile,ci_cd,us-east-1,4,0,0.196,balanced,2025-01-07 19:51:00,2025-01-07 20:02:47.227993,ci_cd,0.001781,0.0314
8dab6537,ci_cd-006-0551,platform,ci_cd,us-east-1,4,0,0.187,urgent,2025-01-07 15:18:00,2025-01-07 15:29:11.538951,ci_cd,0.001741,0.0299
d6e06392,ci_cd-006-2065,devops,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-07 21:09:00,2025-01-07 21:10:48.000000,ci_cd,0.00028,0.0048
31d74c76,ci_cd-006-4578,mobile,ci_cd,us-east-1,8,0,0.273,balanced,2025-01-07 20:59:00,2025-01-07 21:15:22.331686,ci_cd,0.004973,0.0874
28bc6b15,ci_cd-006-5646,platform,ci_cd,us-east-1,4,0,0.205,urgent,2025-01-07 07:55:00,2025-01-07 08:07:18.174344,ci_cd,0.001925,0.0328
09026d65,ci_cd-006-7014,eu-frontend,ci_cd,eu-west-1,2,0,0.115,balanced,2025-01-07 13:21:00,2025-01-07 13:27:52.776778,ci_cd,0.00043,0.0106
cb399732,ci_cd-006-3191,mobile,ci_cd,us-east-1,8,0,0.194,balanced,2025-01-07 17:17:00,2025-01-07 17:28:37.709779,ci_cd,0.003568,0.0621
bd1c73dc,ci_cd-006-9459,eu-backend,ci_cd,eu-west-1,4,0,0.03,urgent,2025-01-07 00:17:00,2025-01-07 00:18:48.000000,ci_cd,0.000196,0.0055
8c17e593,ci_cd-006-7695,eu-backend,ci_cd,eu-west-1,4,0,0.104,urgent,2025-01-07 19:34:00,2025-01-07 19:40:14.844166,ci_cd,0.00075,0.0191
ed5eed85,ci_cd-006-8583,data-eng,ci_cd,us-west-2,4,0,0.27,balanced,2025-01-07 07:53:00,2025-01-07 08:09:11.856532,ci_cd,0.000267,0.0432
6ca8c258,ci_cd-006-5345,backend-api,ci_cd,us-east-1,2,0,0.12,sustainable,2025-01-07 14:46:00,2025-01-07 14:53:10.996549,ci_cd,0.000548,0.0096
be406a80,ci_cd-006-6433,eu-frontend,ci_cd,eu-west-1,4,0,0.03,balanced,2025-01-07 17:23:00,2025-01-07 17:24:48.000000,ci_cd,0.000301,0.0055
d2f9ac71,ci_cd-006-3115,eu-frontend,ci_cd,eu-west-1,4,0,0.07,balanced,2025-01-07 07:10:00,2025-01-07 07:14:12.365401,ci_cd,0.000208,0.0129
39fbdf4d,ci_cd-006-6395,devops,ci_cd,us-east-1,4,0,0.312,balanced,2025-01-07 03:21:00,2025-01-07 03:39:44.462756,ci_cd,0.002908,0.0499
d4b89e06,ci_cd-006-8866,eu-backend,ci_cd,eu-west-1,2,0,0.074,balanced,2025-01-07 19:56:00,2025-01-07 20:00:26.536295,ci_cd,0.000267,0.0068
2d9b6932,ci_cd-006-0087,platform,ci_cd,us-east-1,2,0,0.347,balanced,2025-01-07 19:48:00,2025-01-07 20:08:50.379252,ci_cd,0.001576,0.0278
a8548723,ci_cd-006-0895,ml-team,ci_cd,us-west-2,4,0,0.145,urgent,2025-01-07 22:29:00,2025-01-07 22:37:41.394381,ci_cd,0.000119,0.0232
88e0d6a4,ci_cd-006-2524,devops,ci_cd,us-east-1,4,0,0.161,balanced,2025-01-07 12:44:00,2025-01-07 12:53:40.396968,ci_cd,0.001484,0.0258
3a276d00,ci_cd-006-2437,platform,ci_cd,us-east-1,2,0,0.123,sustainable,2025-01-07 13:19:00,2025-01-07 13:26:23.530444,ci_cd,0.000566,0.0098
a2e2b0a8,ci_cd-006-7676,mobile,ci_cd,us-east-1,4,0,0.03,balanced,2025-01-07 22:18:00,2025-01-07 22:19:48.000000,ci_cd,0.000278,0.0048
a2372fd2,ci_cd-006-9767,eu-backend,ci_cd,eu-west-1,2,0,0.175,balanced,2025-01-07 09:54:00,2025-01-07 10:04:29.477585,ci_cd,0.000376,0.0161
6be14a7f,ci_cd-006-3838,data-eng,ci_cd,us-west-2,4,0,0.204,urgent,2025-01-07 22:27:00,2025-01-07 22:39:16.144383,ci_cd,0.000167,0.0326
70bdaa7a,ci_cd-006-4163,data-eng,ci_cd,us-west-2,4,0,0.162,balanced,2025-01-07 01:25:00,2025-01-07 01:34:43.077802,ci_cd,0.000148,0.0259
aeb3bfe2,ci_cd-006-7961,data-eng,ci_cd,us-west-2,4,0,0.372,urgent,2025-01-07 15:57:00,2025-01-07 16:19:17.629595,ci_cd,0.000259,0.0595
447f461c,ci_cd-006-2679,backend-api,ci_cd,us-east-1,2,0,0.169,balanced,2025-01-07 22:12:00,2025-01-07 22:22:07.802390,ci_cd,0.000782,0.0135
18315bf3,ci_cd-006-8556,backend-api,ci_cd,us-east-1,4,0,0.524,balanced,2025-01-07 18:25:00,2025-01-07 18:56:25.461057,ci_cd,0.00479,0.0838
3c76dc90,ci_cd-006-6115,frontend,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-07 20:16:00,2025-01-07 20:17:48.000000,ci_cd,0.000546,0.0096
72ea2c47,ci_cd-006-5756,ml-team,ci_cd,us-west-2,2,0,0.399,urgent,2025-01-07 11:12:00,2025-01-07 11:35:54.912868,ci_cd,0.000255,0.0319
707141e2,ci_cd-006-0313,devops,ci_cd,us-east-1,4,0,0.034,balanced,2025-01-07 15:42:00,2025-01-07 15:44:03.511350,ci_cd,0.000316,0.0054
dd730bd4,ci_cd-006-9658,eu-frontend,ci_cd,eu-west-1,4,0,0.418,urgent,2025-01-07 19:18:00,2025-01-07 19:43:04.812965,ci_cd,0.003015,0.0769
3547597f,ci_cd-006-4596,data-eng,ci_cd,us-west-2,4,0,0.03,balanced,2025-01-07 05:27:00,2025-01-07 05:28:48.000000,ci_cd,2.7e-05,0.0048
bf36e86d,ci_cd-006-1726,backend-api,ci_cd,us-east-1,2,0,0.102,sustainable,2025-01-07 22:55:00,2025-01-07 23:01:07.362464,ci_cd,0.000472,0.0082
da3d104c,ci_cd-006-2136,data-eng,ci_cd,us-west-2,2,0,0.266,sustainable,2025-01-07 01:14:00,2025-01-07 01:29:56.616094,ci_cd,0.000122,0.0213
4349a90f,ci_cd-006-4058,devops,ci_cd,us-east-1,8,0,0.03,balanced,2025-01-07 18:34:00,2025-01-07 18:35:48.000000,ci_cd,0.000548,0.0096
11db2336,ci_cd-006-7338,platform,ci_cd,us-east-1,4,0,0.097,balanced,2025-01-07 17:02:00,2025-01-07 17:07:50.820647,ci_cd,0.000892,0.0155
7d6d95ec,ci_cd-006-1613,devops,ci_cd,us-east-1,4,0,0.362,balanced,2025-01-07 08:49:00,2025-01-07 09:10:44.654646,ci_cd,0.003405,0.0579
7bedb0f3,ci_cd-006-7697,devops,ci_cd,us-east-1,4,0,0.555,balanced,2025-01-07 10:39:00,2025-01-07 11:12:17.380093,ci_cd,0.005238,0.0888
66b06006,ci_cd-006-1260,backend-api,ci_cd,us-east-1,4,0,0.183,balanced,2025-01-07 09:10:00,2025-01-07 09:20:59.812430,ci_cd,0.001712,0.0293
295e5f04,ci_cd-006-2915,ml-team,ci_cd,us-west-2,2,0,0.344,balanced,2025-01-07 22:41:00,2025-01-07 23:01:37.211146,ci_cd,0.000141,0.0275
5726f3ab,ci_cd-006-6326,frontend,ci_cd,us-east-1,8,0,0.03,urgent,2025-01-07 22:28:00,2025-01-07 22:29:48.000000,ci_cd,0.000555,0.0096
601a71c0,ci_cd-006-5575,data-eng,ci_cd,us-west-2,2,0,0.279,urgent,2025-01-07 20:47:00,2025-01-07 21:03:45.480961,ci_cd,0.000107,0.0223
a1748f3c,ci_cd-006-2729,data-eng,ci_cd,us-west-2,8,0,0.386,balanced,2025-01-07 20:41:00,2025-01-07 21:04:08.120904,ci_cd,0.000594,0.1235
f7a48d82,ci_cd-006-9448,eu-backend,ci_cd,eu-west-1,4,0,0.331,urgent,2025-01-07 20:09:00,2025-01-07 20:28:50.794789,ci_cd,0.002719,0.0609
4d6448d0,ci_cd-006-2654,backend-api,ci_cd,us-east-1,2,0,0.1,balanced,2025-01-07 15:40:00,2025-01-07 15:45:58.833630,ci_cd,0.000465,0.008
bba2169c,ci_cd-006-6103,backend-api,ci_cd,us-east-1,4,0,0.509,balanced,2025-01-07 11:50:00,2025-01-07 12:20:33.959703,ci_cd,0.004661,0.0814
6e637213,ci_cd-006-0702,platform,ci_cd,us-east-1,2,0,0.098,sustainable,2025-01-07 16:15:00,2025-01-07 16:20:53.714224,ci_cd,0.000453,0.0078
41f956f2,ci_cd-006-5387,analytics,ci_cd,us-west-2,2,0,0.099,urgent,2025-01-07 07:21:00,2025-01-07 07:26:54.810714,ci_cd,4.9e-05,0.0079
97bd6b13,ci_cd-006-4986,data-eng,ci_cd,us-west-2,4,0,0.211,balanced,2025-01-07 09:24:00,2025-01-07 09:36:38.949887,ci_cd,0.000266,0.0338
cce59fa9,ci_cd-006-4519,platform,ci_cd,us-east-1,4,0,0.199,urgent,2025-01-07 09:29:00,2025-01-07 09:40:57.395157,ci_cd,0.001862,0.0318
e0126838,ci_cd-006-4370,eu-backend,ci_cd,eu-west-1,8,0,0.458,urgent,2025-01-07 17:24:00,2025-01-07 17:51:27.636713,ci_cd,0.009181,0.1685
